smiles,assay_id,activity_type,pActivity,molecule_chembl_id,document_year,document_chembl_id,journal,source,assay_description,round_id,assay_context,scaffold,program_id,target_chembl_id,target_name,target_type,admet_solubility,admet_solubility_source,admet_lipophilicity,admet_lipophilicity_source,admet_clearance_hepatocyte,admet_clearance_hepatocyte_source,admet_clearance_microsome,admet_clearance_microsome_source,admet_herg,admet_herg_source,admet_ames,admet_ames_source,admet_bbb,admet_bbb_source,admet_caco2,admet_caco2_source,admet_ppbr,admet_ppbr_source
COc1nc(C2=NOC[C@H](c3cc4ccccc4o3)N2)ccc1-n1cnc(C)c1,CHEMBL4009619,IC50,4.82,CHEMBL4101809,2017,CHEMBL4007439,J Med Chem,Scientific Literature,Inhibition of human ERG by patch clamp assay,85,1125,c1ccc2oc(C3CON=C(c4ccc(-n5ccnc5)cn4)N3)cc2c1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3ccc(F)cc3F)C2)nc(C)c1F,CHEMBL3801565,IC50,5.72,CHEMBL3640290,2016,CHEMBL3797133,J Med Chem,Scientific Literature,Inhibition of human ERG,76,1126,N=C1NC(=O)C2CN(c3ncccn3)CC2(c2ccccc2)N1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1nc(N[C@@H](C)c2cc3cc(Cl)ccc3[nH]c2=O)ncc1C#N,CHEMBL4360329,IC50,5.5,CHEMBL4451408,2019,CHEMBL4359816,J Med Chem,Scientific Literature,Inhibition of human ERG by patch clamp method,96,1127,O=c1[nH]c2ccccc2cc1CNc1ncccn1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1nc(Nc2cccc3c2nc(-c2ccc(F)cc2)n3C)ccc1-n1cnc(C)c1,CHEMBL2186754,IC50,5.07,CHEMBL2151164,2012,CHEMBL2176900,J Med Chem,Scientific Literature,Displacement of [3H]dofetilide to human ERG expressed in HEK293 cells,48,971,c1ccc(-c2nc3c(Nc4ccc(-n5ccnc5)cn4)cccc3[nH]2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1nc(Nc2cccc3c2nc(-c2ccc(F)cc2)n3C)ccc1-n1cnc(C)c1,CHEMBL3382692,IC50,5.07,CHEMBL2151164,2014,CHEMBL3351481,Bioorg Med Chem Lett,Scientific Literature,Binding affinity to human ERG,64,1128,c1ccc(-c2nc3c(Nc4ccc(-n5ccnc5)cn4)cccc3[nH]2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1nc2c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c(F)cnc2cc1C(F)(F)F,CHEMBL3424851,IC50,8.77,CHEMBL3422957,2015,CHEMBL3421558,Bioorg Med Chem Lett,Scientific Literature,Inhibition of MK499 binding to human ERG,69,560,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1nc2c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c(F)cnc2cc1F,CHEMBL3424851,IC50,9.14,CHEMBL3422952,2015,CHEMBL3421558,Bioorg Med Chem Lett,Scientific Literature,Inhibition of MK499 binding to human ERG,70,560,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1nc2c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)ccnc2cc1C#N,CHEMBL3424851,IC50,8.8,CHEMBL3422966,2015,CHEMBL3421558,Bioorg Med Chem Lett,Scientific Literature,Inhibition of MK499 binding to human ERG,70,560,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1nc2c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)ccnc2cc1Cl,CHEMBL3424851,IC50,8.38,CHEMBL3422963,2015,CHEMBL3421558,Bioorg Med Chem Lett,Scientific Literature,Inhibition of MK499 binding to human ERG,70,560,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1nc2c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)ccnc2cc1F,CHEMBL3424851,IC50,8.6,CHEMBL3422965,2015,CHEMBL3421558,Bioorg Med Chem Lett,Scientific Literature,Inhibition of MK499 binding to human ERG,70,560,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1nc2ccc(/C=N/O)cc2cc1C(c1ccccc1)C(O)(CCN(C)C)c1cccc2ccccc12,CHEMBL4135532,IC50,5.46,CHEMBL4169823,2017,CHEMBL4130520,ACS Med Chem Lett,Scientific Literature,Inhibition of human ERG,85,62,c1ccc(C(Cc2cccc3ccccc23)c2cnc3ccccc3c2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1nc2ccc(Br)cc2cc1C(c1cccc(C)c1)C(O)(CCN(C)C)c1cccnc1OC,CHEMBL4481698,IC50,6.35,CHEMBL4535649,2019,CHEMBL4480421,Bioorg Med Chem,Scientific Literature,Inhibition of human ERG by manual patch clamp electrophysiology assay,96,578,c1ccc(C(Cc2cccnc2)c2cnc3ccccc3c2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1nc2ccc(Br)cc2cc1[C@@H](c1cc(C)c(C)s1)[C@@](O)(CCN(C)C)c1cccc(F)c1,CHEMBL4181645,IC50,6.06,CHEMBL4206467,2017,CHEMBL4177672,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human ERG,85,605,c1ccc(CC(c2cnc3ccccc3c2)c2cccs2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1nc2ccc(Br)cc2cc1[C@@H](c1ccc(N(C)C)nc1)[C@@](O)(CCN(C)C)c1cccc(F)c1,CHEMBL4181645,IC50,6.05,CHEMBL4204414,2017,CHEMBL4177672,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human ERG,85,605,c1ccc(CC(c2cccnc2)c2cnc3ccccc3c2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12,CHEMBL4135532,IC50,5.8,CHEMBL376488,2017,CHEMBL4130520,ACS Med Chem Lett,Scientific Literature,Inhibition of human ERG,85,62,c1ccc(C(Cc2cccc3ccccc23)c2cnc3ccccc3c2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,14.13,tdc_measured,19.95,tdc_measured,,missing,,missing,,missing,,missing,,missing
COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12,CHEMBL4181645,IC50,6.43,CHEMBL376488,2017,CHEMBL4177672,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human ERG,85,605,c1ccc(C(Cc2cccc3ccccc23)c2cnc3ccccc3c2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,14.13,tdc_measured,19.95,tdc_measured,,missing,,missing,,missing,,missing,,missing
COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12,CHEMBL4221368,IC50,5.8,CHEMBL376488,2018,CHEMBL4219096,Bioorg Med Chem,Scientific Literature,Inhibition of human ERG by patch clamp assay,92,584,c1ccc(C(Cc2cccc3ccccc23)c2cnc3ccccc3c2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,14.13,tdc_measured,19.95,tdc_measured,,missing,,missing,,missing,,missing,,missing
COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12,CHEMBL4221371,IC50,6.43,CHEMBL376488,2018,CHEMBL4219096,Bioorg Med Chem,Scientific Literature,Inhibition of human ERG assessed as prolongation of QT interval,92,1129,c1ccc(C(Cc2cccc3ccccc23)c2cnc3ccccc3c2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,14.13,tdc_measured,19.95,tdc_measured,,missing,,missing,,missing,,missing,,missing
COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12,CHEMBL4481698,IC50,5.8,CHEMBL376488,2019,CHEMBL4480421,Bioorg Med Chem,Scientific Literature,Inhibition of human ERG by manual patch clamp electrophysiology assay,97,578,c1ccc(C(Cc2cccc3ccccc23)c2cnc3ccccc3c2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,14.13,tdc_measured,19.95,tdc_measured,,missing,,missing,,missing,,missing,,missing
COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12,CHEMBL4481758,IC50,5.8,CHEMBL376488,2019,CHEMBL4480425,Bioorg Med Chem,Scientific Literature,Inhibition of human ERG,97,585,c1ccc(C(Cc2cccc3ccccc23)c2cnc3ccccc3c2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,14.13,tdc_measured,19.95,tdc_measured,,missing,,missing,,missing,,missing,,missing
COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12,CHEMBL4610754,IC50,5.8,CHEMBL376488,2020,CHEMBL4610003,Bioorg Med Chem,Scientific Literature,Inhibition of human ERG,101,476,c1ccc(C(Cc2cccc3ccccc23)c2cnc3ccccc3c2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,14.13,tdc_measured,19.95,tdc_measured,,missing,,missing,,missing,,missing,,missing
COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12,CHEMBL5265642,IC50,5.8,CHEMBL376488,2023,CHEMBL5260858,Bioorg Med Chem,Scientific Literature,Inhibition of human ERG,117,1130,c1ccc(C(Cc2cccc3ccccc23)c2cnc3ccccc3c2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,14.13,tdc_measured,19.95,tdc_measured,,missing,,missing,,missing,,missing,,missing
COc1nc2ccc(Br)cc2cc1[C@@H](c1ccnc(OC)c1OC)[C@@](O)(CCN(C)C)c1cc(SC)nc(SC)c1,CHEMBL4610754,IC50,5.55,CHEMBL4637257,2020,CHEMBL4610003,Bioorg Med Chem,Scientific Literature,Inhibition of human ERG,101,476,c1ccc2ncc(C(Cc3ccncc3)c3ccncc3)cc2c1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1nc2ccc(Br)cc2cc1[C@@H](c1ccnc(OC)c1OC)[C@@](O)(CCN(C)C)c1cccc(C)c1,CHEMBL4181645,IC50,6.28,CHEMBL4213428,2017,CHEMBL4177672,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human ERG,85,605,c1ccc(CC(c2ccncc2)c2cnc3ccccc3c2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1nc2ccc(C#N)cc2cc1C(c1cccc(C)c1)C(O)(CCN(C)C)c1cccnc1OC,CHEMBL4481698,IC50,6.52,CHEMBL4575859,2019,CHEMBL4480421,Bioorg Med Chem,Scientific Literature,Inhibition of human ERG by manual patch clamp electrophysiology assay,97,578,c1ccc(C(Cc2cccnc2)c2cnc3ccccc3c2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1nc2ccc(C#N)cc2cc1[C@@H](c1cccc2c1OCO2)[C@@](O)(CCN(C)C)c1cc(SC)nc(SC)c1,CHEMBL4610754,IC50,5.23,CHEMBL4642317,2020,CHEMBL4610003,Bioorg Med Chem,Scientific Literature,Inhibition of human ERG,101,476,c1cc2c(c(C(Cc3ccncc3)c3cnc4ccccc4c3)c1)OCO2,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1nc2ccc(C(=O)N(C)C)cc2cc1C(c1ccccc1)C(O)(CCN(C)C)c1cccc2ccccc12,CHEMBL4135532,IC50,5.2,CHEMBL4159957,2017,CHEMBL4130520,ACS Med Chem Lett,Scientific Literature,Inhibition of human ERG,86,62,c1ccc(C(Cc2cccc3ccccc23)c2cnc3ccccc3c2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1nc2ccc(C(=O)O)cc2cc1C(c1ccccc1)C(O)(CCN(C)C)c1cccc2ccccc12,CHEMBL4135532,IC50,5.0,CHEMBL4170272,2017,CHEMBL4130520,ACS Med Chem Lett,Scientific Literature,Inhibition of human ERG,86,62,c1ccc(C(Cc2cccc3ccccc23)c2cnc3ccccc3c2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1nc2ccc(C)cc2cc1C(c1ccccc1)C(O)(CCN(C)C)c1cccc2ccccc12,CHEMBL4135532,IC50,5.37,CHEMBL4169545,2017,CHEMBL4130520,ACS Med Chem Lett,Scientific Literature,Inhibition of human ERG,86,62,c1ccc(C(Cc2cccc3ccccc23)c2cnc3ccccc3c2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1nc2ccc(CC(C)=O)cc2cc1C(c1ccccc1)C(O)(CCN(C)C)c1cccc2ccccc12,CHEMBL4135532,IC50,5.0,CHEMBL4159990,2017,CHEMBL4130520,ACS Med Chem Lett,Scientific Literature,Inhibition of human ERG,86,62,c1ccc(C(Cc2cccc3ccccc23)c2cnc3ccccc3c2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1nc2ccc(CN(C)C)cc2cc1C(c1ccccc1)C(O)(CCN(C)C)c1cccc2ccccc12,CHEMBL4135532,IC50,5.32,CHEMBL4166400,2017,CHEMBL4130520,ACS Med Chem Lett,Scientific Literature,Inhibition of human ERG,86,62,c1ccc(C(Cc2cccc3ccccc23)c2cnc3ccccc3c2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1nc2ccc(CN)cc2cc1C(c1ccccc1)C(O)(CCN(C)C)c1cccc2ccccc12,CHEMBL4135532,IC50,5.77,CHEMBL4177019,2017,CHEMBL4130520,ACS Med Chem Lett,Scientific Literature,Inhibition of human ERG,86,62,c1ccc(C(Cc2cccc3ccccc23)c2cnc3ccccc3c2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1nc2ccc(CO)cc2cc1C(c1ccccc1)C(O)(CCN(C)C)c1cccc2ccccc12,CHEMBL4135532,IC50,5.0,CHEMBL4167910,2017,CHEMBL4130520,ACS Med Chem Lett,Scientific Literature,Inhibition of human ERG,86,62,c1ccc(C(Cc2cccc3ccccc23)c2cnc3ccccc3c2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1nc2ccc(Cl)cc2cc1C(c1ccccc1)C(O)(CCN(C)C)c1cccc2ccccc12,CHEMBL4135532,IC50,5.16,CHEMBL4159307,2017,CHEMBL4130520,ACS Med Chem Lett,Scientific Literature,Inhibition of human ERG,86,62,c1ccc(C(Cc2cccc3ccccc23)c2cnc3ccccc3c2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1nc2ccccc2cc1-c1cnc([C@H](CCCCNC(=O)c2ccccc2SC)NC(=O)c2cncs2)[nH]1,CHEMBL4731940,IC50,5.88,CHEMBL4744636,2020,CHEMBL4725494,ACS Med Chem Lett,Scientific Literature,Inhibition of human ERG,101,1131,O=C(NCCCCC(NC(=O)c1cncs1)c1ncc(-c2cnc3ccccc3c2)[nH]1)c1ccccc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1nc2ccccc2cc1-c1nnc([C@H](CCCCNC(=O)c2ccccc2SC)NC(=O)c2cncs2)o1,CHEMBL4731940,IC50,4.89,CHEMBL4764126,2020,CHEMBL4725494,ACS Med Chem Lett,Scientific Literature,Inhibition of human ERG,101,1131,O=C(NCCCCC(NC(=O)c1cncs1)c1nnc(-c2cnc3ccccc3c2)o1)c1ccccc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1nc2ccccc2cc1C(c1ccccc1)C(O)(CCN(C)C)c1cccc2ccccc12,CHEMBL4135532,IC50,5.8,CHEMBL4162672,2017,CHEMBL4130520,ACS Med Chem Lett,Scientific Literature,Inhibition of human ERG,86,62,c1ccc(C(Cc2cccc3ccccc23)c2cnc3ccccc3c2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1ncc(-c2c(C)ccc(F)c2CCNC(=O)c2ccc(OCC(F)(F)F)nc2)cn1,CHEMBL2149459,IC50,4.9,CHEMBL2147306,2012,CHEMBL2146409,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human ERG channel by whole cell voltage-clamp electrophysiology assay,48,1040,O=C(NCCc1ccccc1-c1cncnc1)c1cccnc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,99.8,tdc_measured
COc1ncc(-c2ccc(C(=O)O)cc2C)cc1-c1ccc(C(F)(F)F)cc1CN1C(=O)O[C@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1C,CHEMBL4843627,IC50,6.36,CHEMBL4852538,2021,CHEMBL4842348,J Med Chem,Scientific Literature,Inhibition of [S35]-MK-0499 binding to human ERG expressed in HEK293 cells,107,644,O=C1OC(c2ccccc2)CN1Cc1ccccc1-c1cncc(-c2ccccc2)c1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1ncc(-c2ccc(C(=O)O)cc2C)cc1-c1ccc(C(F)(F)F)nc1CN1C(=O)O[C@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1C,CHEMBL4843627,IC50,5.6,CHEMBL4852134,2021,CHEMBL4842348,J Med Chem,Scientific Literature,Inhibition of [S35]-MK-0499 binding to human ERG expressed in HEK293 cells,107,644,O=C1OC(c2ccccc2)CN1Cc1ncccc1-c1cncc(-c2ccccc2)c1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1ncc(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)cn1,CHEMBL1827362,IC50,4.65,CHEMBL1082489,2011,CHEMBL1821550,Bioorg Med Chem Lett,Scientific Literature,Displacement of [3H]dofetilide from human recombinant ERG by Competitive binding assay,37,29,c1ncc(-c2ccc3cc(CCN4CCCC4)ccc3n2)cn1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1ncc(-c2ccc3ncnc(-c4cccc(C(=O)N5CCN(C)CC5)c4)c3c2)cc1C#N,CHEMBL4430051,IC50,4.96,CHEMBL4467868,2016,CHEMBL4428080,ACS Med Chem Lett,Scientific Literature,Displacement of [3H]dofetilide from recombinant human ERG transfected in HEK293 cell membranes after 60 mins by scintillation counting,76,764,O=C(c1cccc(-c2ncnc3ccc(-c4cccnc4)cc23)c1)N1CCNCC1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1ncc(-c2ccc3ncnc(-c4cccc(C(=O)N5CCN(C)CC5)c4)c3c2)cc1C(F)(F)F,CHEMBL4430051,IC50,5.8,CHEMBL4453497,2016,CHEMBL4428080,ACS Med Chem Lett,Scientific Literature,Displacement of [3H]dofetilide from recombinant human ERG transfected in HEK293 cell membranes after 60 mins by scintillation counting,76,764,O=C(c1cccc(-c2ncnc3ccc(-c4cccnc4)cc23)c1)N1CCNCC1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1ncc(-c2cccc(C)c2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,CHEMBL2149459,IC50,5.2,CHEMBL2147221,2012,CHEMBL2146409,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human ERG channel by whole cell voltage-clamp electrophysiology assay,48,1040,O=C(NCCc1ccccc1-c1cncnc1)c1cccnc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,99.5,tdc_measured
COc1ncc(-c2cccc(Cl)c2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,CHEMBL2149459,IC50,5.4,CHEMBL2147223,2012,CHEMBL2146409,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human ERG channel by whole cell voltage-clamp electrophysiology assay,48,1040,O=C(NCCc1ccccc1-c1cncnc1)c1cccnc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1ncc(-c2cccc(F)c2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,CHEMBL2149459,IC50,5.1,CHEMBL2147222,2012,CHEMBL2146409,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human ERG channel by whole cell voltage-clamp electrophysiology assay,48,1040,O=C(NCCc1ccccc1-c1cncnc1)c1cccnc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,99.5,tdc_measured
COc1ncc(-c2cccc(OC(F)F)c2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,CHEMBL2149459,IC50,5.4,CHEMBL2147304,2012,CHEMBL2146409,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human ERG channel by whole cell voltage-clamp electrophysiology assay,48,1040,O=C(NCCc1ccccc1-c1cncnc1)c1cccnc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1ncc(-c2cccc3c2C[C@H](NC(=O)c2ccc(COCC(F)(F)F)nc2)CO3)cn1,CHEMBL2072752,IC50,4.8,CHEMBL2069423,2012,CHEMBL2069242,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human ERG expressed in CHO cells by IonWorks HT assay,48,454,O=C(NC1COc2cccc(-c3cncnc3)c2C1)c1cccnc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,96.34,tdc_measured
COc1ncc(-c2cccc3c2C[C@H](NC(=O)c2ccc(OCC(F)(F)F)nc2)CO3)cc1F,CHEMBL2072752,IC50,4.6,CHEMBL2069410,2012,CHEMBL2069242,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human ERG expressed in CHO cells by IonWorks HT assay,48,454,O=C(NC1COc2cccc(-c3cccnc3)c2C1)c1cccnc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1ncc(-c2cccc3c2C[C@H](NC(=O)c2ccc(OCC(F)(F)F)nc2)CO3)cn1,CHEMBL2072752,IC50,5.1,CHEMBL2069421,2012,CHEMBL2069242,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human ERG expressed in CHO cells by IonWorks HT assay,48,454,O=C(NC1COc2cccc(-c3cncnc3)c2C1)c1cccnc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,4.3,tdc_measured,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1ncc(-c2cccc3c2C[C@H](NC(=O)c2ccc(OCCC(F)(F)F)nc2)CO3)cn1,CHEMBL2072752,IC50,4.9,CHEMBL2069422,2012,CHEMBL2069242,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human ERG expressed in CHO cells by IonWorks HT assay,48,454,O=C(NC1COc2cccc(-c3cncnc3)c2C1)c1cccnc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,98.67,tdc_measured
COc1ncc(-c2ccccc2C(F)(F)CNC(=O)c2ccc(COCC(F)(F)F)nc2)cn1,CHEMBL2149459,IC50,4.7,CHEMBL2147303,2012,CHEMBL2146409,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human ERG channel by whole cell voltage-clamp electrophysiology assay,48,1040,O=C(NCCc1ccccc1-c1cncnc1)c1cccnc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,99.01,tdc_measured
COc1ncc(-c2ccccc2CCNC(=O)c2ccc(OCCC(F)(F)F)nc2)cn1,CHEMBL2149459,IC50,5.0,CHEMBL2147210,2012,CHEMBL2146409,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human ERG channel by whole cell voltage-clamp electrophysiology assay,48,1040,O=C(NCCc1ccccc1-c1cncnc1)c1cccnc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
COc1ncc(-c2nc(NCc3ccccn3)c3c(-c4ccccc4)cccc3n2)cn1,CHEMBL4015498,IC50,4.18,CHEMBL4061436,2017,CHEMBL4014310,J Med Chem,Scientific Literature,Inhibition of human ERG expressed in HEK293 cells by patch clamp method,86,129,c1ccc(-c2cccc3nc(-c4cncnc4)nc(NCc4ccccn4)c23)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
